id;status_group
868;Functional
37318;Functional
58406;Functional
9653;Non-functional
45969;Functional
55394;Functional
55438;Functional
27577;Functional
66448;Non-functional
5358;Non-functional
4917;Functional
38435;Functional
44847;Functional
20072;Non-functional
63901;Non-functional
68694;Non-functional
68379;Functional
65892;Non-functional
51758;Functional
10710;Functional
6181;Functional
32635;Functional
62802;Functional
59997;Functional
54943;Functional
3341;Functional
56195;Non-functional
39420;Non-functional
49133;Functional
8246;Functional
29691;Functional
26966;Functional
50023;Functional
54945;Functional
39311;Non-functional
33712;Functional
47595;Non-functional
33796;Functional
29442;Non-functional
64886;Non-functional
28219;Functional
428;Functional
3389;Functional
12704;Non-functional
31516;Non-functional
61603;Non-functional
16106;Functional
30129;Functional
73629;Functional
41192;Non-functional
61884;Functional
59911;Non-functional
11365;Non-functional
10842;Non-functional
66410;Functional
5794;Non-functional
7030;Functional
61156;Non-functional
2899;Functional
50427;Non-functional
37335;Non-functional
58849;Non-functional
6709;Functional
73342;Functional
22016;Non-functional
41104;Non-functional
58528;Non-functional
3382;Functional
58786;Non-functional
37823;Non-functional
28489;Non-functional
10083;Non-functional
29265;Non-functional
34180;Functional
3981;Functional
72834;Non-functional
69471;Functional
25509;Functional
70377;Functional
12042;Non-functional
17640;Non-functional
39478;Functional
30666;Functional
1334;Non-functional
41309;Functional
61662;Functional
73538;Functional
56179;Functional
49459;Functional
40400;Non-functional
71321;Non-functional
1933;Non-functional
11588;Non-functional
7723;Non-functional
34645;Non-functional
66421;Functional
32241;Functional
35629;Non-functional
29833;Non-functional
36133;Non-functional
68419;Non-functional
62493;Non-functional
33182;Non-functional
41748;Non-functional
43826;Non-functional
28717;Non-functional
23041;Non-functional
10827;Functional
61253;Functional
57576;Functional
45878;Non-functional
49563;Non-functional
19942;Non-functional
59439;Functional
29832;Non-functional
1506;Functional
73427;Non-functional
20066;Functional
66861;Non-functional
57423;Functional
64571;Functional
37169;Functional
208;Non-functional
60653;Non-functional
37992;Non-functional
29;Non-functional
3064;Functional
8913;Non-functional
68760;Non-functional
19771;Functional
21587;Non-functional
21249;Functional
18609;Functional
18061;Non-functional
63915;Functional
55956;Functional
19951;Functional
52334;Non-functional
53044;Non-functional
32658;Non-functional
50768;Non-functional
4698;Functional
70504;Non-functional
62900;Functional
61252;Non-functional
24329;Non-functional
42166;Functional
57842;Functional
23626;Functional
11324;Functional
453;Non-functional
22711;Functional
38771;Functional
5522;Functional
63290;Non-functional
53325;Non-functional
18627;Functional
45387;Non-functional
51002;Functional
12017;Non-functional
60825;Non-functional
48806;Non-functional
30481;Functional
46281;Functional
15315;Non-functional
33035;Non-functional
6167;Functional
61552;Non-functional
40352;Functional
37192;Non-functional
73888;Functional
15771;Functional
1065;Functional
41090;Non-functional
59355;Non-functional
40603;Functional
72034;Functional
68687;Functional
27191;Functional
38682;Functional
27793;Functional
36345;Non-functional
731;Functional
64209;Non-functional
41965;Functional
64891;Non-functional
55958;Functional
35363;Non-functional
32592;Functional
5012;Functional
28270;Functional
30227;Functional
42632;Non-functional
55479;Functional
53427;Functional
59914;Functional
18309;Functional
4055;Non-functional
65899;Functional
32411;Functional
38077;Non-functional
15620;Non-functional
7342;Functional
13556;Non-functional
975;Non-functional
28201;Functional
35492;Functional
46048;Non-functional
17110;Functional
56296;Functional
65226;Functional
55386;Non-functional
54250;Functional
53090;Functional
30328;Functional
19028;Functional
21926;Non-functional
45133;Functional
4855;Functional
2832;Functional
56642;Non-functional
12285;Non-functional
7000;Non-functional
49099;Non-functional
72346;Functional
47251;Non-functional
39390;Functional
16876;Functional
21438;Functional
42308;Functional
23868;Non-functional
16647;Non-functional
15275;Functional
25082;Functional
43571;Non-functional
30303;Non-functional
45726;Functional
12453;Non-functional
3047;Non-functional
54286;Functional
60038;Functional
38503;Non-functional
23564;Functional
23511;Functional
67467;Functional
23163;Functional
60717;Non-functional
33412;Functional
22811;Functional
30771;Functional
1923;Non-functional
17453;Non-functional
4498;Functional
50877;Functional
36462;Functional
60303;Functional
62584;Functional
17153;Non-functional
24469;Functional
33840;Functional
44998;Functional
54694;Non-functional
64779;Non-functional
40730;Non-functional
19182;Non-functional
12567;Non-functional
48915;Non-functional
2039;Non-functional
55896;Functional
20662;Non-functional
70985;Non-functional
23669;Non-functional
8449;Non-functional
49106;Functional
51497;Functional
15517;Functional
43234;Functional
69181;Functional
33746;Functional
18642;Non-functional
45027;Non-functional
23403;Non-functional
53897;Functional
16125;Functional
1419;Non-functional
30942;Non-functional
66300;Non-functional
5529;Non-functional
72022;Non-functional
65202;Functional
74074;Non-functional
6075;Non-functional
3178;Non-functional
65151;Functional
24829;Functional
20716;Non-functional
43988;Non-functional
32930;Functional
72494;Functional
72952;Functional
28180;Functional
66512;Non-functional
48258;Functional
16160;Non-functional
16022;Functional
15662;Non-functional
62551;Functional
58577;Functional
53111;Non-functional
69736;Functional
7427;Non-functional
63505;Functional
27246;Functional
39240;Non-functional
36078;Functional
27600;Functional
47259;Non-functional
49176;Functional
15470;Functional
36098;Non-functional
73544;Non-functional
14902;Functional
49920;Functional
26055;Non-functional
44564;Functional
47882;Functional
71004;Functional
38572;Non-functional
35471;Functional
33244;Functional
62963;Non-functional
17338;Functional
4814;Functional
6505;Non-functional
31999;Functional
40741;Non-functional
70017;Functional
4419;Non-functional
64634;Functional
57538;Non-functional
63263;Functional
66379;Non-functional
63646;Functional
57999;Non-functional
17339;Non-functional
20437;Non-functional
32647;Non-functional
44531;Non-functional
36655;Non-functional
52705;Non-functional
27883;Functional
56621;Functional
60792;Functional
16298;Non-functional
10372;Functional
22346;Functional
59691;Non-functional
38740;Functional
303;Functional
73402;Non-functional
53950;Functional
11216;Functional
47505;Non-functional
17838;Functional
35474;Functional
46381;Non-functional
60312;Non-functional
39090;Non-functional
24742;Functional
11783;Non-functional
22599;Non-functional
43931;Functional
29020;Functional
64647;Non-functional
22764;Non-functional
50133;Functional
13498;Functional
40788;Functional
61499;Functional
38694;Non-functional
6140;Functional
66728;Non-functional
60413;Functional
39963;Functional
29797;Non-functional
35041;Functional
73386;Non-functional
44448;Functional
50783;Non-functional
31555;Functional
73952;Non-functional
69355;Functional
19111;Non-functional
635;Functional
23883;Functional
6690;Non-functional
44274;Non-functional
25081;Functional
20710;Non-functional
73617;Non-functional
27937;Non-functional
10108;Non-functional
5849;Non-functional
7848;Non-functional
704;Functional
40327;Non-functional
30219;Non-functional
73638;Non-functional
16688;Functional
14012;Functional
57519;Functional
6771;Functional
41671;Functional
58994;Functional
58980;Non-functional
4935;Non-functional
29178;Functional
9533;Non-functional
57766;Functional
5411;Functional
68513;Functional
22622;Non-functional
27092;Functional
48553;Functional
24346;Functional
9665;Non-functional
61540;Non-functional
41357;Non-functional
42138;Functional
23218;Functional
22604;Functional
27284;Non-functional
60200;Functional
7573;Non-functional
59143;Non-functional
73321;Non-functional
31590;Functional
41036;Functional
2170;Non-functional
54880;Non-functional
3605;Functional
65642;Functional
27440;Non-functional
1099;Functional
42148;Functional
69024;Non-functional
18824;Non-functional
21058;Non-functional
43375;Non-functional
20698;Non-functional
23752;Non-functional
69014;Functional
25154;Functional
21604;Functional
1407;Functional
12686;Functional
891;Non-functional
30835;Non-functional
27885;Non-functional
34836;Functional
37512;Functional
10075;Functional
48483;Functional
44347;Non-functional
70829;Non-functional
16391;Non-functional
21298;Non-functional
4023;Functional
72636;Functional
259;Functional
4961;Non-functional
65780;Non-functional
35844;Non-functional
55882;Functional
39765;Functional
10301;Non-functional
8569;Non-functional
52972;Non-functional
72592;Non-functional
35207;Non-functional
71608;Functional
57197;Non-functional
28513;Functional
11477;Non-functional
36041;Functional
6382;Non-functional
49158;Non-functional
62048;Non-functional
48467;Functional
48565;Functional
16775;Functional
19897;Functional
58138;Functional
67366;Non-functional
50450;Functional
45815;Functional
63874;Functional
69159;Non-functional
4767;Functional
41508;Functional
27934;Non-functional
39386;Functional
64159;Non-functional
31464;Functional
4820;Non-functional
28743;Functional
25980;Functional
48551;Functional
73156;Functional
27126;Non-functional
44495;Functional
29884;Functional
49640;Functional
16434;Non-functional
58694;Non-functional
62064;Functional
56502;Non-functional
37379;Non-functional
51880;Non-functional
47791;Functional
660;Non-functional
70015;Non-functional
57769;Functional
10971;Functional
52009;Functional
56767;Non-functional
56285;Non-functional
3429;Functional
46399;Functional
22290;Functional
71086;Functional
31742;Non-functional
29307;Non-functional
26089;Functional
63673;Functional
22169;Functional
66731;Functional
69919;Non-functional
66730;Functional
25173;Functional
25004;Non-functional
9726;Non-functional
19296;Functional
60261;Functional
9380;Non-functional
959;Functional
5547;Functional
22945;Non-functional
43757;Functional
41580;Functional
67957;Non-functional
10039;Functional
45305;Functional
40192;Non-functional
28030;Functional
38006;Non-functional
65232;Functional
57996;Non-functional
56370;Functional
29050;Functional
56820;Functional
2709;Functional
2702;Functional
67013;Non-functional
46274;Functional
18369;Functional
163;Functional
3018;Non-functional
32725;Non-functional
37552;Functional
67863;Functional
36522;Functional
51401;Non-functional
60607;Non-functional
38468;Functional
9451;Non-functional
11514;Functional
57382;Functional
8094;Non-functional
45517;Functional
44945;Non-functional
42958;Functional
6364;Non-functional
31745;Functional
12660;Non-functional
55609;Non-functional
6609;Functional
9118;Functional
19750;Non-functional
60263;Functional
29368;Functional
48179;Non-functional
913;Functional
21610;Non-functional
4279;Functional
61702;Functional
24295;Non-functional
31029;Functional
34917;Functional
54143;Functional
48165;Functional
61165;Non-functional
3511;Non-functional
27673;Functional
46990;Functional
33691;Functional
51567;Functional
43215;Functional
26957;Functional
33416;Functional
55952;Non-functional
15766;Functional
40855;Non-functional
27807;Functional
46443;Functional
18208;Functional
7068;Functional
62712;Functional
53375;Functional
53895;Functional
5245;Non-functional
72156;Functional
17641;Functional
55850;Functional
35754;Functional
61865;Non-functional
37403;Functional
64752;Functional
56021;Functional
65703;Non-functional
1001;Functional
31824;Non-functional
18836;Non-functional
3885;Functional
14118;Functional
20043;Functional
9612;Non-functional
22011;Functional
46128;Non-functional
60875;Non-functional
66936;Non-functional
58928;Functional
15412;Non-functional
58470;Non-functional
14158;Non-functional
71685;Functional
34218;Non-functional
20975;Functional
23201;Functional
36029;Functional
47768;Non-functional
15811;Functional
15696;Non-functional
26130;Functional
66582;Functional
57266;Non-functional
16803;Non-functional
36212;Functional
67234;Non-functional
70204;Functional
2576;Functional
47817;Non-functional
16554;Functional
10014;Functional
39649;Non-functional
21768;Functional
13382;Functional
38340;Functional
54059;Non-functional
48319;Non-functional
70126;Functional
7445;Non-functional
22399;Functional
48663;Functional
62521;Functional
12931;Functional
32399;Functional
28936;Non-functional
69515;Non-functional
42812;Functional
10462;Non-functional
66822;Non-functional
65092;Non-functional
10106;Non-functional
31244;Non-functional
70198;Non-functional
68129;Functional
127;Functional
44277;Non-functional
12395;Non-functional
46254;Functional
65302;Functional
29662;Functional
37879;Functional
65504;Functional
8782;Functional
29363;Functional
38629;Functional
55273;Functional
11060;Non-functional
29588;Non-functional
12349;Non-functional
29301;Functional
1867;Functional
1566;Functional
24729;Non-functional
63618;Functional
18506;Non-functional
52835;Non-functional
54804;Functional
5439;Functional
42479;Non-functional
42295;Functional
35892;Functional
37244;Non-functional
47451;Non-functional
48106;Non-functional
58363;Non-functional
43867;Non-functional
19137;Functional
72547;Non-functional
26651;Functional
29690;Non-functional
56624;Functional
28138;Functional
14055;Non-functional
45586;Non-functional
8651;Non-functional
6713;Functional
42016;Non-functional
8693;Non-functional
47285;Non-functional
1098;Functional
56061;Functional
20581;Functional
40565;Non-functional
36285;Functional
54774;Non-functional
68375;Functional
72467;Functional
10343;Functional
60133;Non-functional
40840;Functional
23350;Functional
26480;Functional
5532;Non-functional
14605;Functional
36089;Non-functional
13031;Functional
33733;Non-functional
63005;Non-functional
18828;Functional
59725;Non-functional
23138;Functional
72526;Functional
43112;Non-functional
3866;Non-functional
23155;Functional
8558;Non-functional
60953;Functional
18884;Functional
35438;Functional
56008;Functional
39761;Functional
41981;Non-functional
38576;Functional
56871;Functional
917;Functional
47737;Non-functional
69446;Functional
2626;Functional
25271;Functional
34646;Functional
341;Non-functional
37897;Non-functional
64538;Non-functional
34348;Functional
67426;Non-functional
53079;Functional
12527;Functional
55255;Non-functional
44610;Functional
65546;Functional
2260;Functional
5480;Non-functional
27649;Non-functional
53468;Non-functional
497;Non-functional
46354;Functional
38045;Functional
29576;Functional
5200;Non-functional
26463;Functional
8715;Functional
70544;Functional
50219;Functional
73092;Functional
30057;Non-functional
27186;Functional
29660;Functional
52836;Non-functional
66209;Non-functional
1642;Functional
59679;Functional
24882;Functional
63530;Functional
15722;Functional
47376;Functional
50807;Non-functional
73203;Non-functional
9120;Functional
45680;Non-functional
59738;Functional
21831;Functional
41297;Functional
24692;Non-functional
57243;Functional
24782;Non-functional
50595;Non-functional
19094;Functional
48584;Non-functional
48555;Non-functional
34860;Functional
60788;Functional
52047;Non-functional
61582;Functional
73095;Functional
53019;Non-functional
9899;Non-functional
23228;Non-functional
44329;Functional
8859;Functional
18043;Functional
41457;Functional
42227;Functional
40803;Functional
33795;Non-functional
20012;Functional
47298;Non-functional
65384;Non-functional
19516;Non-functional
6008;Functional
73261;Functional
35666;Functional
58088;Functional
24040;Non-functional
21703;Functional
63085;Functional
25016;Non-functional
22902;Functional
58243;Functional
66798;Non-functional
58210;Non-functional
2527;Functional
72877;Functional
36503;Functional
57992;Non-functional
33901;Functional
63367;Functional
21889;Functional
44714;Functional
1648;Functional
69020;Non-functional
61641;Functional
172;Functional
11989;Non-functional
61387;Non-functional
61936;Non-functional
51263;Functional
39424;Functional
44914;Functional
40977;Non-functional
73925;Functional
50660;Functional
952;Non-functional
61606;Functional
25329;Functional
13916;Non-functional
23504;Functional
53280;Non-functional
51264;Non-functional
18339;Non-functional
57856;Non-functional
31074;Functional
21979;Functional
68911;Non-functional
42445;Functional
3493;Functional
59660;Functional
4690;Functional
6621;Non-functional
34656;Non-functional
51581;Non-functional
67154;Non-functional
66142;Non-functional
17049;Non-functional
53488;Functional
40701;Functional
8543;Non-functional
63015;Functional
38752;Functional
5830;Non-functional
15645;Non-functional
28181;Functional
51803;Non-functional
32682;Functional
73083;Functional
8389;Functional
72561;Functional
14682;Non-functional
44125;Functional
19755;Non-functional
18437;Functional
37809;Non-functional
58896;Functional
56782;Functional
22859;Functional
5196;Non-functional
28854;Non-functional
52739;Non-functional
28266;Functional
73472;Non-functional
21845;Non-functional
35978;Functional
35588;Functional
57591;Functional
52983;Non-functional
11561;Functional
29609;Functional
17759;Non-functional
73738;Non-functional
45070;Functional
25921;Functional
51424;Functional
74056;Functional
72373;Functional
45594;Functional
44385;Non-functional
5349;Functional
65856;Functional
56192;Functional
45904;Non-functional
32231;Non-functional
6177;Non-functional
2162;Functional
61649;Functional
21251;Functional
4566;Functional
70553;Non-functional
41190;Functional
25938;Functional
27542;Functional
27090;Non-functional
56219;Non-functional
73563;Non-functional
31088;Functional
54004;Functional
70048;Non-functional
3022;Functional
16785;Functional
58915;Non-functional
73166;Functional
44005;Functional
60708;Non-functional
70812;Functional
47488;Functional
12013;Non-functional
1771;Non-functional
52241;Functional
35609;Non-functional
36662;Functional
44989;Functional
34207;Non-functional
24623;Functional
47837;Non-functional
255;Functional
4553;Functional
50307;Functional
63501;Functional
50892;Functional
33346;Functional
67287;Non-functional
39253;Non-functional
38883;Non-functional
56105;Non-functional
11206;Non-functional
64557;Functional
54769;Functional
63431;Non-functional
14352;Non-functional
6379;Functional
67028;Functional
5682;Functional
38675;Non-functional
6666;Functional
5236;Functional
21395;Non-functional
36698;Functional
48142;Functional
51286;Functional
42336;Non-functional
31706;Functional
3345;Non-functional
47932;Non-functional
31478;Non-functional
9532;Non-functional
73761;Functional
56671;Non-functional
68926;Functional
5948;Non-functional
50924;Functional
54124;Non-functional
49803;Functional
45943;Non-functional
9416;Functional
64344;Functional
18984;Functional
20418;Functional
18771;Non-functional
16973;Functional
44237;Non-functional
66917;Functional
53267;Functional
60301;Functional
18067;Functional
24561;Functional
45213;Functional
24003;Functional
67407;Functional
21502;Functional
69897;Non-functional
57803;Functional
73759;Functional
73907;Functional
45239;Non-functional
25764;Functional
29024;Functional
62429;Functional
5050;Functional
50797;Non-functional
33439;Non-functional
50003;Functional
71083;Functional
21851;Non-functional
156;Functional
26070;Functional
70845;Non-functional
64391;Functional
40193;Functional
42472;Functional
24140;Non-functional
17980;Functional
44033;Functional
60837;Non-functional
60934;Functional
59198;Non-functional
73351;Functional
27179;Functional
38268;Functional
64822;Functional
67220;Functional
14858;Functional
5405;Functional
41873;Functional
35681;Functional
28014;Non-functional
60882;Functional
37197;Non-functional
56169;Functional
40819;Non-functional
47268;Functional
25093;Functional
28902;Non-functional
2647;Non-functional
49267;Functional
51138;Functional
33337;Non-functional
43335;Functional
12859;Non-functional
2376;Functional
26685;Functional
67230;Functional
7453;Functional
14709;Functional
45608;Functional
66170;Functional
7066;Non-functional
49528;Functional
36390;Functional
71159;Functional
20907;Functional
60947;Functional
28109;Functional
8222;Non-functional
63419;Functional
39541;Non-functional
66799;Functional
42453;Functional
44948;Functional
16134;Functional
7150;Functional
46674;Functional
19347;Functional
73368;Functional
62965;Functional
51437;Non-functional
7712;Non-functional
27678;Functional
19658;Functional
8612;Functional
43393;Non-functional
63767;Non-functional
60743;Functional
38868;Functional
45892;Functional
7693;Functional
44321;Functional
15346;Functional
3798;Functional
30873;Non-functional
53741;Functional
61491;Functional
4689;Functional
54616;Non-functional
43137;Functional
39951;Functional
6774;Functional
53301;Functional
44379;Non-functional
19784;Functional
11880;Functional
10311;Functional
71114;Non-functional
48596;Functional
12571;Functional
23249;Functional
15606;Functional
22941;Functional
63544;Non-functional
65483;Functional
24859;Non-functional
50004;Non-functional
26180;Functional
25677;Functional
7806;Non-functional
42941;Functional
46795;Functional
21682;Non-functional
53244;Functional
46016;Functional
56537;Non-functional
57183;Functional
71758;Functional
57645;Functional
21981;Functional
30118;Functional
34419;Non-functional
646;Functional
40521;Non-functional
31158;Non-functional
41396;Non-functional
72673;Functional
47571;Non-functional
819;Functional
10881;Functional
3810;Functional
7012;Functional
25928;Functional
57357;Functional
68059;Non-functional
52523;Functional
20022;Non-functional
35242;Non-functional
5772;Functional
68411;Functional
22773;Functional
30840;Functional
34085;Functional
11864;Functional
11913;Functional
11340;Non-functional
22905;Non-functional
74212;Non-functional
3420;Non-functional
49412;Functional
54054;Functional
34444;Non-functional
39470;Functional
23901;Functional
66573;Non-functional
57779;Functional
40835;Non-functional
50316;Non-functional
37342;Non-functional
5566;Non-functional
60737;Non-functional
57943;Functional
66476;Functional
59939;Functional
72408;Non-functional
11873;Non-functional
48702;Functional
7015;Non-functional
12932;Functional
28055;Functional
36746;Functional
70432;Functional
32209;Non-functional
65582;Non-functional
32082;Non-functional
62792;Functional
45653;Non-functional
2961;Non-functional
865;Functional
73028;Non-functional
62864;Functional
66136;Non-functional
48998;Non-functional
48514;Functional
15090;Non-functional
62509;Functional
17001;Functional
16442;Non-functional
32264;Non-functional
25727;Functional
19946;Functional
2067;Functional
7533;Functional
65221;Functional
54802;Non-functional
71245;Functional
56479;Non-functional
25532;Functional
52859;Functional
26502;Functional
15117;Functional
62162;Functional
24291;Non-functional
51849;Non-functional
36701;Functional
20985;Functional
19748;Functional
37505;Functional
11439;Functional
14217;Functional
36525;Functional
63725;Non-functional
37482;Non-functional
21715;Functional
72903;Non-functional
38794;Non-functional
30054;Functional
65097;Functional
41517;Functional
14239;Non-functional
48270;Non-functional
67159;Non-functional
29086;Non-functional
26104;Non-functional
11498;Non-functional
44768;Non-functional
19116;Functional
15023;Functional
40676;Functional
8210;Non-functional
33076;Non-functional
56754;Non-functional
30889;Functional
46522;Functional
11557;Functional
27438;Non-functional
4104;Non-functional
65080;Functional
69215;Functional
36505;Functional
9490;Non-functional
20545;Non-functional
26335;Functional
20696;Functional
38555;Non-functional
62469;Non-functional
52442;Non-functional
39356;Functional
57625;Non-functional
51228;Functional
22062;Functional
3390;Non-functional
52933;Functional
64378;Functional
27382;Non-functional
24366;Non-functional
584;Functional
29605;Functional
47843;Functional
32981;Functional
23712;Non-functional
36757;Non-functional
2505;Non-functional
56157;Functional
62541;Functional
48317;Non-functional
33697;Functional
23739;Non-functional
38956;Functional
47565;Functional
22228;Non-functional
46096;Functional
71805;Non-functional
37621;Functional
58278;Non-functional
11057;Functional
29557;Functional
16939;Functional
60804;Functional
15704;Non-functional
48807;Non-functional
10913;Non-functional
61545;Non-functional
37822;Functional
3474;Non-functional
33257;Functional
21503;Functional
14268;Non-functional
40583;Functional
65287;Functional
17622;Functional
69264;Functional
42084;Non-functional
74154;Functional
1520;Non-functional
73005;Functional
8490;Non-functional
68489;Non-functional
18792;Non-functional
51364;Non-functional
44553;Non-functional
12148;Non-functional
63920;Non-functional
7497;Functional
1951;Non-functional
26958;Non-functional
65897;Non-functional
15227;Non-functional
17963;Non-functional
29326;Functional
59684;Non-functional
60256;Functional
40915;Functional
54884;Non-functional
4505;Functional
24316;Non-functional
2843;Functional
38403;Functional
53329;Functional
50169;Functional
27766;Functional
55507;Non-functional
6481;Non-functional
28793;Non-functional
60763;Non-functional
54535;Non-functional
64182;Functional
11863;Functional
1945;Non-functional
42937;Non-functional
7836;Functional
10177;Non-functional
44023;Non-functional
4736;Non-functional
10658;Non-functional
18927;Functional
42536;Functional
60925;Functional
20026;Non-functional
62025;Functional
65029;Non-functional
34443;Non-functional
49050;Non-functional
16075;Non-functional
14208;Functional
42791;Functional
49532;Non-functional
33022;Non-functional
67529;Functional
47546;Functional
28169;Non-functional
17256;Non-functional
27252;Non-functional
11454;Non-functional
24354;Non-functional
49659;Functional
59703;Non-functional
15534;Functional
57208;Functional
12820;Functional
42519;Non-functional
61228;Non-functional
17780;Non-functional
9587;Non-functional
35313;Non-functional
48852;Non-functional
26297;Non-functional
50871;Non-functional
41014;Non-functional
14737;Non-functional
29103;Functional
13272;Functional
60981;Functional
23040;Functional
69479;Functional
61110;Non-functional
5912;Functional
69460;Functional
9268;Functional
58766;Non-functional
69125;Functional
33215;Non-functional
5531;Functional
31846;Functional
26146;Functional
44608;Functional
39404;Functional
473;Functional
918;Functional
53322;Non-functional
19984;Functional
14099;Functional
60507;Non-functional
737;Non-functional
13046;Functional
59747;Functional
7466;Functional
71316;Functional
54266;Non-functional
30934;Non-functional
65010;Functional
55524;Non-functional
44060;Functional
70372;Functional
4386;Functional
35675;Non-functional
41332;Non-functional
55598;Non-functional
61164;Non-functional
45271;Functional
19594;Non-functional
64869;Non-functional
34652;Non-functional
45932;Functional
44634;Functional
30887;Functional
23794;Functional
32176;Functional
6045;Non-functional
34035;Functional
46466;Non-functional
37519;Non-functional
12536;Functional
20123;Functional
33376;Functional
61089;Functional
30938;Non-functional
61987;Non-functional
40061;Non-functional
18498;Non-functional
41951;Non-functional
15683;Non-functional
44001;Functional
41636;Functional
18863;Functional
3130;Non-functional
52230;Functional
1969;Non-functional
37489;Functional
28607;Functional
28975;Non-functional
62080;Non-functional
59619;Functional
20251;Functional
18615;Functional
34650;Functional
37444;Functional
508;Non-functional
8227;Non-functional
2208;Non-functional
48140;Non-functional
34226;Functional
55270;Functional
43568;Non-functional
63385;Functional
1048;Non-functional
7351;Functional
920;Functional
32400;Functional
71407;Functional
54681;Non-functional
72926;Functional
17509;Functional
40696;Non-functional
39363;Functional
46131;Functional
4309;Non-functional
36560;Functional
67799;Functional
72868;Functional
35898;Non-functional
10830;Functional
66810;Non-functional
68345;Functional
57496;Functional
52646;Functional
30932;Functional
62611;Functional
13049;Functional
64431;Non-functional
47218;Non-functional
5656;Functional
42987;Non-functional
6890;Non-functional
8074;Non-functional
18535;Non-functional
60005;Non-functional
67381;Functional
51550;Non-functional
59056;Non-functional
21562;Non-functional
40402;Non-functional
13277;Non-functional
44189;Non-functional
3469;Functional
20489;Functional
50987;Non-functional
36410;Non-functional
858;Functional
25153;Functional
63774;Non-functional
44698;Functional
52280;Functional
38993;Functional
54749;Non-functional
12336;Non-functional
15925;Functional
44285;Non-functional
39876;Non-functional
10861;Non-functional
7616;Non-functional
55317;Functional
63259;Functional
5020;Functional
19207;Functional
10426;Functional
49202;Functional
39808;Functional
17581;Non-functional
8519;Functional
56090;Functional
73106;Non-functional
33148;Non-functional
1787;Functional
9331;Non-functional
28653;Functional
58842;Non-functional
36459;Functional
24423;Non-functional
70219;Functional
38125;Non-functional
23125;Non-functional
49155;Functional
52364;Functional
52625;Functional
54641;Non-functional
56914;Non-functional
941;Functional
1000;Non-functional
14190;Functional
14574;Non-functional
17827;Non-functional
9433;Non-functional
22234;Non-functional
35099;Functional
17763;Functional
37436;Non-functional
62076;Non-functional
1958;Functional
8939;Functional
73476;Non-functional
35376;Functional
37382;Non-functional
35657;Functional
40007;Functional
37040;Functional
57998;Non-functional
15003;Non-functional
53737;Functional
4911;Functional
62756;Functional
36813;Non-functional
52524;Non-functional
54064;Non-functional
61407;Non-functional
21631;Non-functional
46754;Functional
38078;Non-functional
43352;Functional
41136;Functional
59503;Non-functional
11017;Functional
54104;Functional
37938;Functional
44879;Functional
29121;Non-functional
24111;Non-functional
13864;Functional
70659;Functional
19431;Non-functional
67382;Non-functional
54891;Functional
56910;Functional
51763;Functional
37657;Functional
71298;Non-functional
34347;Functional
7747;Functional
68120;Functional
21308;Non-functional
60142;Functional
10328;Functional
44072;Non-functional
34296;Non-functional
34055;Functional
13336;Non-functional
2800;Non-functional
7274;Functional
1885;Non-functional
27234;Functional
5704;Functional
48053;Functional
35428;Non-functional
60232;Non-functional
8489;Non-functional
72991;Non-functional
27604;Functional
63555;Non-functional
4482;Non-functional
48718;Functional
1521;Functional
14094;Functional
22464;Non-functional
41322;Functional
60153;Non-functional
19339;Non-functional
57171;Non-functional
24293;Functional
56039;Non-functional
9472;Functional
10554;Functional
26606;Functional
46533;Functional
32950;Functional
59127;Functional
68801;Non-functional
21924;Functional
40151;Functional
25393;Non-functional
66761;Non-functional
24637;Functional
36937;Functional
68907;Non-functional
13475;Non-functional
22882;Non-functional
55068;Functional
9498;Functional
35031;Non-functional
39312;Functional
50350;Functional
58092;Functional
52681;Functional
41786;Functional
37132;Non-functional
14545;Non-functional
20394;Functional
52720;Functional
65107;Functional
55271;Functional
64854;Non-functional
74232;Functional
16709;Non-functional
11670;Functional
50639;Functional
15909;Functional
13270;Functional
25149;Functional
12208;Non-functional
26350;Functional
45210;Non-functional
20335;Non-functional
5868;Functional
62144;Non-functional
71406;Functional
10920;Functional
38396;Non-functional
35690;Non-functional
69510;Non-functional
46371;Functional
33984;Functional
73152;Functional
58024;Non-functional
71738;Non-functional
28065;Functional
67086;Non-functional
58122;Functional
57668;Functional
31327;Functional
14781;Functional
51381;Non-functional
55004;Functional
43219;Non-functional
38978;Functional
11044;Functional
24771;Functional
18028;Functional
70575;Functional
49777;Non-functional
29806;Non-functional
2580;Non-functional
26225;Functional
29647;Non-functional
45709;Non-functional
41625;Non-functional
54310;Non-functional
28899;Functional
16034;Non-functional
64848;Non-functional
32694;Functional
58564;Non-functional
29310;Non-functional
39223;Functional
36658;Functional
73611;Non-functional
3761;Non-functional
62277;Functional
16590;Non-functional
12774;Non-functional
36944;Functional
13416;Functional
54088;Non-functional
67150;Non-functional
60727;Non-functional
31595;Functional
55174;Non-functional
19383;Non-functional
41016;Functional
11869;Functional
17512;Functional
329;Functional
27467;Functional
29547;Non-functional
57341;Functional
9099;Non-functional
30276;Non-functional
60830;Non-functional
40236;Functional
16418;Functional
55143;Functional
67182;Functional
66236;Non-functional
933;Functional
9530;Non-functional
21874;Functional
23489;Functional
11959;Non-functional
47086;Functional
17465;Functional
33004;Non-functional
29840;Non-functional
26298;Functional
19584;Non-functional
23534;Non-functional
4281;Non-functional
10431;Non-functional
71234;Functional
18446;Functional
57530;Functional
